ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,target
2480,0.51,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2481,0.28,0.045,0,0,0,0,0,0,0.204,0.0009,0,0,0,0.1,0,0,0,0,0,0.203,0,class3
2482,0.65,0.022,0,0,0,0,0,0,0.097,0.0015,0,0,0,0.111,0,0,0,0,0,0.087,0,class3
2483,0.2,0.054,0,0,0,0,0,0,0.148,0.0007,0,0,0,0.1,0,0,0,0,0,0.148,0,class3
2484,0.72,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2485,0.74,0.0174,0,0,1,0,0,0,0.097,0.0069,0,0,0,0.112,0,0,0,0,0,0.087,0,class2
2486,0.74,0.023,0,0,0,0,0,0,0.113,0.0013,0,0,0,0.118,0,0,0,0,0,0.096,0,class3
2487,0.21,0.015,0,0,0,0,0,0,0.078,0.0022,0,0,0,0.088,0,0,0,0,0,0.089,0,class3
2488,0.67,0.015,0,1,0,0,0,0,0.095,0.0014,0,0,0,0.122,0,0,0,0,0,0.078,0,class3
2489,0.69,0.014,0,1,0,0,0,0,0.088,0.0023,0,0,0,0.102,0,0,0,0,0,0.086,0,class3
2490,0.61,0.014,0,0,0,0,0,0,0.11,0.0011,0,0,1,0.11088,0,0,0,0,0,0.099,0,class3
2491,0.32,0.03,1,0,0,0,0,0,0.167,0.0005,0,0,0,0.092,0,0,0,0,0,0.182,1,class3
2492,0.23,0.019,0,0,0,0,0,0,0.116,0.0007,0,0,0,0.13,0,0,0,0,0,0.089,0,class3
2493,0.71,0.016,0,0,0,0,0,0,0.122,0.0002,0,1,0,0.152,0,0,0,0,0,0.081,0,class3
2494,0.78,0.016,0,0,0,1,0,0,0.102,0.0007,0,0,0,0.083,0,0,0,0,0,0.123,0,class3
2495,0.55,0.016,0,1,0,0,0,0,0.086,0.00208,0,0,0,0.107,0,0,0,0,0,0.08,0,class3
2496,0.31,0.018,0,0,0,1,0,0,0.12,0.0031,0,0,0,0.099,0,0,0,0,0,0.122,0,class3
2497,0.37,0.022,0,0,0,0,0,0,0.128,9e-05,0,0,0,0.172,0,0,0,0,0,0.075,0,class3
2498,0.75,0.022,0,0,0,0,0,0,0.118,0.0035,0,0,0,0.117,0,0,0,0,0,0.101,0,class3
2499,0.7,0.022,0,0,0,0,0,0,0.138,0.002,0,0,0,0.111,0,0,0,0,0,0.124,0,class3
2500,0.38,0.028,0,1,0,0,0,0,0.146,0.0006,0,0,0,0.133,0,0,0,0,0,0.11,0,class3
2501,0.52,0.0208,0,0,0,0,0,0,0.077,0.035,0,0,1,0.07,0,0,0,0,0,0.11,0,class2
2502,0.54,0.018,0,1,0,0,0,0,0.1,0.0006,0,0,1,0.13,0,0,0,0,0,0.077,0,class3
2503,0.34,0.027,1,0,0,0,0,0,0.131,0.0044,0,0,0,0.076,0,0,0,0,0,0.173,0,class3
2504,0.55,0.018,0,1,0,0,0,0,0.093,0.00091,0,0,0,0.089,0,0,0,0,0,0.104,0,class3
2505,0.74,0.0208,0,1,0,0,0,0,0.077,0.001,0,0,0,0.084,0,0,0,0,0,0.091,0,class3
2506,0.44,0.006,0,1,0,0,0,0,0.01,0.199,0,0,0,0.01,0,0,0,0,0,0.103,0,class1
2507,0.55,0.022,0,1,0,0,0,0,0.084,0.00208,0,0,0,0.099,0,0,0,0,0,0.085,0,class3
2508,0.29,0.027,0,0,0,0,0,0,0.103,0.0002,0,0,0,0.10383,0,0,0,0,0,0.099,0,class3
2509,0.38,0.017,0,0,0,0,0,0,0.076,0.0043,0,0,0,0.07661,0,0,0,0,0,0.099,0,class3
2510,0.45,0.014,0,0,0,0,0,0,0.144,2e-05,0,0,0,0.14516,0,0,0,0,0,0.099,0,class3
2511,0.35,0.022,0,1,0,0,0,0,0.114,0.0017,0,0,0,0.123,0,0,0,0,0,0.093,0,class3
2512,0.61,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2513,0.25,0.0208,1,1,0,0,0,0,0.089,0.0016,0,0,0,0.103,0,0,0,0,0,0.086,0,class3
2514,0.53,0.004,0,0,0,0,0,0,0.039,0.025,0,0,0,0.064,0,0,0,0,0,0.061,0,class1
2515,0.29,0.015,0,0,0,0,0,0,0.1,0.00084,0,0,0,0.135,0,0,0,0,0,0.074,0,class3
2516,0.44,0.018,0,0,0,0,0,0,0.109,0.00101,0,0,0,0.109,0,0,0,1,0,0.1,0,class3
2517,0.48,0.02,0,0,0,0,0,0,0.124,0.00015,0,0,0,0.13,0,0,0,0,0,0.096,0,class3
2518,0.89,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2519,0.6,0.017,0,0,0,0,0,0,0.065,0.0082,0,0,1,0.068,0,0,0,0,0,0.096,0,class2
2520,0.67,0.023,0,0,0,0,0,0,0.114,0.0011,0,0,0,0.104,0,0,0,0,0,0.11,0,class3
2521,0.69,0.025,0,1,0,0,0,0,0.124,0.0002,0,0,1,0.108,0,0,0,0,0,0.115,0,class3
2522,0.66,0.014,0,0,0,0,0,0,0.097,0.00019,0,0,0,0.111,0,0,0,0,0,0.087,0,class3
2523,0.84,0.02,0,0,0,0,0,0,0.134,0.00025,0,0,0,0.17,0,0,0,0,0,0.079,0,class3
2524,0.78,0.0206,0,1,0,0,0,0,0.11118,0.0082,0,1,0,0.11207,0,0,0,0,0,0.099,0,class3
2525,0.29,0.028,0,0,0,0,0,0,0.144,0.0013,0,0,0,0.123,0,0,0,0,0,0.116,0,class3
2526,0.15,0.024,0,0,0,0,0,0,0.1,0.0026,0,0,0,0.1008,0,0,0,0,0,0.099,0,class3
2527,0.6,0.0208,0,1,0,1,0,0,0.105,0.0002,0,0,0,0.097,0,0,0,0,0,0.109,0,class3
2528,0.72,0.049,0,0,0,0,0,0,0.192,3e-05,0,0,0,0.176,0,0,0,0,0,0.109,0,class3
2529,0.68,0.018,0,1,0,1,0,0,0.089,0.0011,0,0,0,0.105,0,0,0,0,0,0.083,0,class3
2530,0.42,0.017,0,0,0,0,0,0,0.072,0.0062,0,0,0,0.081,0,0,0,1,0,0.089,0,class2
2531,0.39,0.016,0,0,0,0,0,0,0.074,0.00015,0,0,0,0.083,0,0,0,0,0,0.089,0,class3
2532,0.56,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2533,0.2,0.027,0,0,0,0,0,0,0.107,3e-05,0,0,0,0.1,1,0,0,1,0,0.107,0,class3
2534,0.7,0.009,0,0,0,0,0,0,0.084,0.0032,0,0,0,0.096,0,0,0,0,0,0.087,0,class3
2535,0.42,0.0206,0,0,0,0,0,0,0.135,0.0009,0,1,0,0.206,0,0,0,0,0,0.066,0,class3
2536,0.49,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2537,0.55,0.01,0,1,0,1,0,0,0.086,0.0076,0,1,0,0.102,0,0,0,0,0,0.084,0,class3
2538,0.54,0.012,0,0,0,1,0,1,0.112,5e-05,0,0,0,0.145,0,0,0,0,0,0.077,0,class3
2539,0.57,0.022,0,1,0,0,0,0,0.079,0.001,0,0,0,0.114,0,0,0,0,0,0.07,0,class3
2540,0.82,0.001,0,0,0,0,0,0,0.05,0.0002,0,0,0,0.161,0,0,0,0,0,0.031,0,class3
2541,0.15,0.014,0,0,0,0,0,0,0.103,4e-05,0,0,0,0.12,0,0,0,0,0,0.085,0,class3
2542,0.58,0.024,0,1,0,0,0,0,0.095,0.00208,0,0,0,0.1,0,0,0,0,0,0.095,0,class3
2543,0.34,0.039,0,0,0,0,0,0,0.2,0.0001,0,1,0,0.147,0,0,0,0,0,0.136,0,class3
2544,0.65,0.032,0,0,0,0,0,0,0.129,2e-05,0,0,0,0.168,0,0,0,0,0,0.077,0,class3
2545,0.6,0.018,0,1,0,0,0,0,0.109,0.00573,0,0,0,0.104,0,0,0,0,0,0.104,0,class3
2546,0.73,0.034,0,0,0,0,0,0,0.133,1e-05,0,0,0,0.159,0,0,0,0,0,0.084,0,class3
2547,0.31,0.036,0,0,0,0,0,0,0.176,0.00189,1,0,0,0.123,0,0,0,0,0,0.143,0,class3
2548,0.77,0.009,0,0,0,0,0,0,0.061,7e-05,0,0,0,0.061,0,0,0,0,0,0.099,0,class3
2549,0.46,0.017,0,0,0,0,0,0,0.132,0.0005,0,1,0,0.13,0,0,0,0,0,0.102,0,class3
2550,0.25,0.022,0,0,0,0,0,0,0.152,0.0024,0,1,1,0.112,0,0,0,0,0,0.136,0,class3
2551,0.11,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
2552,0.23,0.03,0,0,0,0,0,0,0.174,0.0014,0,1,0,0.129,0,0,0,0,0,0.135,0,class3
2553,0.34,0.05,0,0,0,0,0,0,0.223,0.0002,0,0,1,0.131,0,0,0,0,0,0.169,1,class3
2554,0.61,0.01,0,1,0,0,0,0,0.072,0.00189,0,0,0,0.103,0,0,0,0,0,0.07,0,class3
2555,0.35,0.025,0,0,0,0,0,0,0.09159,0.028,0,0,0,0.0915,0,0,0,0,0,0.1,0,class2
2556,0.26,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2557,0.34,0.0206,0,0,0,0,0,0,0.103,0.00189,0,1,0,0.075,0,1,0,0,0,0.138,0,class3
2558,0.31,0.0208,0,0,0,0,0,0,0.212,2e-05,0,1,0,0.181,0,0,0,0,0,0.116,0,class3
2559,0.36,0.022,0,0,0,0,0,0,0.162,5e-05,0,1,1,0.14,0,0,0,0,0,0.115,0,class3
2560,0.67,0.0206,0,1,0,0,0,0,0.082,0.0017,0,0,1,0.092,0,0,0,0,0,0.089,0,class3
2561,0.56,0.041,0,0,0,0,0,0,0.191,1e-05,0,0,0,0.191,0,0,0,1,0,0.1,0,class3
2562,0.64,0.008,0,0,0,0,0,0,0.099,0.01,0,0,0,0.102,0,0,0,0,0,0.097,0,class2
2563,0.79,0.022,0,1,0,0,0,0,0.103,0.0008,0,0,0,0.109,0,0,0,0,0,0.095,0,class3
2564,0.63,0.02,0,0,0,0,1,0,0.093,0.0028,0,0,0,0.089,0,0,0,0,0,0.104,0,class3
2565,0.58,0.016,0,0,0,0,0,0,0.103,0.0015,0,1,0,0.114,0,0,0,0,0,0.09,0,class3
2566,0.39,0.022,0,0,0,0,0,0,0.121,0.0005,0,0,0,0.121,0,0,0,0,0,0.101,0,class3
2567,0.63,0.02,0,0,0,0,0,0,0.152,0.0018,0,0,0,0.129,0,0,1,0,0,0.116,0,class3
2568,0.39,0.019,0,0,0,0,0,0,0.083,0.0002,0,0,0,0.093,0,0,0,0,0,0.089,0,class3
2569,0.76,0.023,0,1,0,0,0,0,0.146,0.0003,0,0,0,0.146,0,0,0,0,0,0.1,0,class3
2570,0.55,0.019,0,0,0,0,0,0,0.132,0.0017,0,0,1,0.114,0,0,0,0,0,0.115,0,class3
2571,0.39,0.0206,1,1,0,0,0,0,0.093,0.0015,0,0,0,0.125,0,0,0,0,0,0.075,0,class3
2572,0.66,0.0206,0,0,0,0,0,0,0.103,0.001,0,0,0,0.088,0,0,0,0,0,0.116,0,class3
2573,0.38,0.0206,0,1,0,0,0,0,0.11118,0.0017,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2574,0.7,0.018,0,0,0,0,0,0,0.088,0.0014,0,0,0,0.076,0,0,0,0,0,0.114,0,class3
2575,0.19,0.028,0,1,0,0,0,0,0.131,0.0031,0,0,0,0.138,0,0,0,0,0,0.095,0,class3
2576,0.64,0.007,0,1,0,0,0,0,0.091,0.001,0,0,0,0.11,0,0,0,0,0,0.083,0,class3
2577,0.55,0.02,0,0,0,0,0,0,0.098,0.00015,0,0,0,0.131,0,0,0,0,0,0.067,0,class3
2578,0.91,0.013,0,0,0,0,0,0,0.126,0.00015,0,0,0,0.132,0,0,0,0,0,0.096,0,class3
2579,0.25,0.0206,0,0,0,0,0,0,0.078,0.00189,0,0,0,0.087,0,0,0,0,0,0.09,0,class3
2580,0.28,0.0208,0,0,0,0,0,0,0.125,0.0024,0,0,0,0.126,1,0,0,1,0,0.099,0,class3
2581,0.71,0.018,0,0,0,1,0,0,0.136,0.0016,0,0,1,0.117,0,0,0,0,0,0.116,0,class3
2582,0.61,0.016,0,0,0,0,0,0,0.103,0.00061,0,0,0,0.111,0,0,0,0,0,0.093,0,class3
2583,0.73,0.0208,0,0,0,0,0,0,0.104,0.0085,0,1,0,0.092,0,0,0,0,0,0.113,0,class3
2584,0.72,0.019,0,1,0,0,0,0,0.104,0.0003,0,0,0,0.104,0,0,0,0,0,0.101,0,class3
2585,0.52,0.025,0,0,0,0,0,0,0.066,0.044,0,1,0,0.054,0,0,0,0,0,0.122,0,class1
2586,0.6,0.02,0,1,0,0,0,0,0.069,0.026,0,0,0,0.071,0,0,0,0,0,0.097,0,class2
2587,0.68,0.019,0,1,0,0,0,0,0.108,0.0009,0,0,0,0.102,0,0,0,0,0,0.104,0,class3
2588,0.45,0.026,0,1,0,0,0,0,0.092,0.0009,0,0,0,0.102,0,0,0,0,0,0.09,0,class3
2589,0.68,0.006,0,1,0,0,0,0,0.015,0.055,0,0,0,0.017,0,0,0,0,0,0.089,0,class1
2590,0.65,0.02,0,1,0,0,0,0,0.105,0.0013,0,0,0,0.083,0,0,0,0,0,0.128,0,class3
2591,0.48,0.025,0,1,0,0,0,0,0.091,0.0002,0,0,0,0.078,0,0,0,0,0,0.116,0,class3
2592,0.71,0.0208,0,0,0,0,0,0,0.119,0.00058,0,0,0,0.11,0,0,0,0,0,0.108,0,class3
2593,0.39,0.024,1,0,0,0,0,0,0.095,0.0019,0,0,0,0.078,0,0,0,0,0,0.121,0,class3
2594,0.68,0.025,0,1,0,0,0,0,0.113,2e-05,0,0,0,0.149,0,0,0,0,0,0.076,0,class3
2595,0.42,0.025,0,0,0,0,0,0,0.125,0.0006,0,0,0,0.102,0,0,0,0,0,0.122,0,class3
2596,0.26,0.02,0,1,0,0,0,0,0.072,0.0011,0,0,0,0.104,0,0,0,0,0,0.069,0,class3
2597,0.69,0.013,0,0,0,0,0,0,0.088,0.01109,0,0,0,0.083,0,0,0,0,0,0.104,0,class2
2598,0.7,0.018,0,0,0,1,0,0,0.098,0.0003,0,0,0,0.105,0,0,0,0,0,0.093,0,class3
2599,0.67,0.0208,0,0,0,0,0,0,0.132,0.0014,0,0,0,0.116,0,0,0,0,0,0.113,0,class3
2600,0.74,0.018,0,0,0,0,0,0,0.105,0.001,0,0,0,0.117,0,0,0,0,0,0.09,0,class3
2601,0.59,0.0206,0,0,0,0,0,0,0.126,0.00065,0,0,1,0.096,0,0,0,0,0,0.131,0,class3
2602,0.28,0.0206,0,0,0,0,0,0,0.104,0.0019,0,0,0,0.098,0,0,0,0,0,0.104,0,class3
2603,0.38,0.034,0,0,0,0,0,0,0.183,0.00023,0,0,0,0.186,0,0,0,0,0,0.098,0,class3
2604,0.73,0.01,0,0,0,0,0,0,0.089,0.0041,0,0,0,0.098,0,0,0,0,0,0.091,0,class3
2605,0.5,0.034,0,0,0,0,0,0,0.131,3e-05,0,0,0,0.129,1,0,0,1,0,0.102,0,class3
2606,0.4,0.0206,0,0,0,0,0,0,0.134,0.00189,0,0,0,0.112,0,0,0,0,0,0.12,0,class3
2607,0.47,0.018,0,0,0,0,0,0,0.104,0.00068,0,0,0,0.117,0,0,0,0,0,0.089,0,class3
2608,0.53,0.024,0,1,0,0,0,0,0.124,0.00051,0,1,0,0.129,0,0,0,0,0,0.096,0,class3
2609,0.28,0.025,0,0,0,0,0,0,0.084,0.0005,0,0,0,0.079,0,0,0,0,0,0.104,0,class3
2610,0.82,0.011,0,0,0,0,0,0,0.069,0.00189,0,0,0,0.107,0,0,0,0,0,0.064,0,class3
2611,0.69,0.016,0,0,0,0,0,0,0.089,0.00069,0,0,0,0.093,0,0,0,0,0,0.096,0,class3
2612,0.63,0.019,0,0,0,0,0,0,0.11,0.0011,0,0,0,0.108,0,0,0,0,0,0.102,0,class3
2613,0.34,0.022,0,1,0,0,0,0,0.078,0.0018,0,0,0,0.102,0,0,0,0,0,0.077,0,class3
2614,0.31,0.022,0,0,0,0,0,0,0.103,0.0011,0,0,0,0.098,0,0,0,0,0,0.104,0,class3
2615,0.5,0.018,0,0,0,0,0,0,0.16,0.00054,0,1,0,0.146,0,0,0,0,0,0.11,0,class3
2616,0.7,0.019,0,0,0,1,0,0,0.136,0.00078,0,0,0,0.152,0,0,0,0,0,0.09,0,class3
2617,0.38,0.015,0,1,0,0,0,0,0.048,0.0002,0,0,0,0.067,0,0,0,0,0,0.071,0,class3
2618,0.39,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2619,0.44,0.0174,0,1,0,0,0,0,0.087,0.016,0,0,0,0.095,0,0,0,0,0,0.091,0,class2
2620,0.28,0.022,0,1,0,0,0,0,0.082,0.0022,0,0,0,0.087,0,0,0,0,0,0.094,0,class3
2621,0.69,0.018,0,0,0,0,0,0,0.092,0.0022,0,0,0,0.09274,0,0,0,0,0,0.099,0,class3
2622,0.4,0.017,0,0,0,0,0,0,0.132,0.00015,0,0,0,0.141,0,0,0,0,0,0.093,0,class3
2623,0.54,0.014,0,0,0,0,0,0,0.152,3e-05,0,0,0,0.145,0,0,0,0,0,0.104,0,class3
2624,0.37,0.026,0,0,0,0,0,0,0.159,0.00057,1,0,0,0.114,0,0,1,1,0,0.139,0,class3
2625,0.59,0.028,0,1,0,0,0,0,0.087,0.0007,0,0,0,0.087,0,0,0,0,0,0.1,0,class3
2626,0.23,0.033,0,1,0,0,0,0,0.232,5e-05,0,1,1,0.174,0,0,0,0,0,0.134,0,class3
2627,0.21,0.0206,0,1,0,0,0,0,0.17,0.00189,0,1,0,0.167,0,0,0,0,0,0.101,0,class3
2628,0.92,0.013,0,0,0,0,0,0,0.12,0.0007,0,0,0,0.143,0,0,0,0,0,0.084,0,class3
2629,0.74,0.045,0,0,0,0,0,0,0.171,0.00189,0,0,0,0.148,0,0,0,1,0,0.116,0,class3
2630,0.55,0.018,0,1,0,0,0,1,0.052,0.0002,0,0,0,0.055,0,0,0,0,0,0.095,0,class3
2631,0.73,0.009,0,1,0,1,0,0,0.062,0.0039,0,0,0,0.115,0,0,0,0,0,0.054,0,class3
2632,0.44,0.023,0,1,0,0,0,0,0.129,0.0028,0,0,0,0.103,0,0,0,0,0,0.124,0,class3
2633,0.85,0.0208,0,0,0,0,0,0,0.1,0.0008,0,0,0,0.095,0,0,0,0,0,0.104,0,class3
2634,0.25,0.023,0,0,0,0,0,0,0.073,0.0264,0,0,0,0.067,0,0,0,0,0,0.109,0,class2
2635,0.58,0.039,0,0,0,0,0,0,0.181,0.0,0,0,0,0.188,0,0,0,1,0,0.096,0,class3
2636,0.39,0.0206,0,0,0,0,0,0,0.11118,0.0003,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2637,0.46,0.023,0,0,0,0,0,0,0.101,0.0006,0,0,0,0.102,0,0,0,0,0,0.099,0,class3
2638,0.75,0.019,0,0,0,0,0,0,0.122,0.0049,0,0,0,0.129,0,0,0,0,0,0.095,0,class3
2639,0.29,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2640,0.5,0.002,0,0,0,0,0,0,0.01,0.089,0,0,0,0.009,0,0,0,0,0,0.113,0,class1
2641,0.74,0.017,0,0,0,0,0,0,0.146,0.0063,0,0,0,0.119,0,0,0,0,0,0.122,0,class2
2642,0.55,0.0206,0,1,0,0,0,0,0.128,0.0019,0,0,0,0.131,0,0,0,0,0,0.098,0,class3
2643,0.3,0.019,0,1,0,0,0,0,0.086,0.0002,0,0,0,0.096,0,0,0,0,0,0.09,0,class3
2644,0.33,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2645,0.55,0.017,0,0,0,0,0,0,0.091,0.0045,0,0,0,0.084,0,0,0,1,0,0.109,0,class3
2646,0.35,0.017,0,1,0,0,0,1,0.114,3e-05,0,0,0,0.115,0,0,0,0,0,0.098,0,class3
2647,0.28,0.02,0,0,0,0,0,0,0.115,0.0002,0,1,0,0.124,0,0,0,0,0,0.092,0,class3
2648,0.8,0.022,0,0,0,0,0,0,0.097,0.0026,0,0,0,0.094,0,0,0,0,0,0.104,0,class3
2649,0.48,0.029,0,0,0,0,0,0,0.1,0.00074,0,0,0,0.095,0,0,0,0,0,0.104,0,class3
2650,0.41,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,1,0,0.11207,0,0,0,1,0,0.099,0,class3
2651,0.52,0.02,0,0,0,0,0,0,0.073,0.0029,0,0,0,0.07,0,0,0,0,0,0.104,0,class3
2652,0.29,0.0206,0,0,0,1,0,0,0.072,0.0051,0,0,0,0.09,0,0,0,0,0,0.08,0,class3
2653,0.49,0.015,0,1,0,0,0,0,0.085,0.0008,0,0,0,0.116,0,0,0,0,0,0.073,0,class3
2654,0.19,0.019,0,0,0,0,0,0,0.111,0.0014,0,0,0,0.102,0,0,0,0,0,0.108,0,class3
2655,0.5,0.022,0,0,0,0,0,0,0.151,0.00015,0,1,0,0.166,0,0,0,0,0,0.091,0,class3
2656,0.31,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2657,0.64,0.023,0,0,0,0,0,0,0.177,0.0012,0,1,0,0.117,0,0,0,0,0,0.151,0,class3
2658,0.72,0.01,0,0,0,0,0,0,0.082,0.00074,0,1,0,0.095,0,0,0,0,0,0.086,0,class3
2659,0.34,0.014,0,0,0,0,0,0,0.078,0.035,0,0,0,0.08,0,0,0,0,0,0.098,0,class2
2660,0.36,0.0206,0,0,0,0,0,0,0.108,0.0,0,0,0,0.099,0,0,0,1,0,0.11,1,class3
2661,0.63,0.007,0,0,0,0,0,0,0.041,0.0027,0,0,0,0.069,0,0,0,0,0,0.06,0,class3
2662,0.65,0.014,0,0,0,0,0,0,0.101,0.00068,0,0,0,0.103,0,0,0,0,0,0.098,0,class3
2663,0.35,0.028,1,1,0,0,0,0,0.138,0.0001,0,0,0,0.122,0,0,0,0,0,0.113,0,class3
2664,0.47,0.0419,0,0,0,0,0,0,0.214,1e-05,0,1,0,0.148,0,0,0,0,0,0.145,0,class3
2665,0.86,0.018,0,0,0,0,0,0,0.089,0.00025,0,0,0,0.1,0,0,0,0,0,0.089,0,class3
2666,0.81,0.01,0,0,0,0,0,0,0.092,0.0014,0,0,0,0.093,0,0,0,0,0,0.099,0,class3
2667,0.6,0.019,0,0,0,0,0,0,0.115,0.0037,0,1,0,0.107,0,0,0,0,0,0.107,0,class3
2668,0.79,0.017,0,1,0,0,0,0,0.112,0.00208,0,0,0,0.117,0,0,0,0,0,0.096,0,class3
2669,0.31,0.027,0,0,0,0,0,0,0.108,0.0003,0,0,0,0.103,0,0,0,0,0,0.104,0,class3
2670,0.46,0.007,0,0,0,0,0,0,0.069,0.0001,0,0,0,0.089,0,0,0,0,0,0.077,0,class3
2671,0.37,0.0206,0,1,0,0,0,1,0.116,0.00189,0,0,0,0.128,0,0,0,0,0,0.09,0,class3
2672,0.3,0.031,0,0,0,0,0,0,0.125,0.00071,0,0,0,0.09,0,0,0,0,0,0.139,1,class3
2673,0.71,0.023,0,0,0,0,0,0,0.133,0.0008,0,0,0,0.121,0,0,0,0,0,0.11,0,class3
2674,0.41,0.0206,0,0,0,0,0,0,0.11118,0.00189,1,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2675,0.19,0.0419,0,0,0,0,0,0,0.128,0.0001,0,0,0,0.13,1,0,0,0,0,0.098,0,class3
2676,0.42,0.019,0,0,0,0,0,0,0.061,0.013,0,0,0,0.074,0,0,0,0,0,0.082,0,class2
2677,0.59,0.012,0,0,0,0,0,0,0.059,0.0043,0,0,0,0.071,0,0,0,0,0,0.083,0,class3
2678,0.41,0.0208,0,0,0,0,0,0,0.187,3e-05,0,0,0,0.21,0,0,0,0,0,0.089,0,class3
2679,0.53,0.024,0,0,0,0,0,0,0.099,0.00189,0,0,0,0.088,0,0,0,0,0,0.113,0,class3
2680,0.25,0.023,0,1,0,0,0,0,0.092,0.002,0,0,0,0.114,0,0,0,0,0,0.08,0,class3
2681,0.76,0.0208,0,1,0,0,0,0,0.089,0.0075,0,0,0,0.078,0,0,0,0,0,0.114,0,class2
2682,0.52,0.0206,0,0,0,0,0,0,0.163,3e-05,0,0,0,0.172,0,0,0,0,0,0.095,0,class3
2683,0.6,0.0208,0,0,0,1,0,0,0.097,0.001,0,0,0,0.09,0,0,0,0,0,0.11,0,class3
2684,0.48,0.027,0,1,0,0,0,0,0.11,0.0024,0,0,0,0.101,0,0,0,0,0,0.109,0,class3
2685,0.62,0.023,0,0,0,0,0,0,0.119,0.0011,0,0,0,0.125,0,0,0,0,0,0.095,0,class3
2686,0.51,0.004,0,0,0,0,0,0,0.003,0.024,0,0,0,0.003,0,0,0,0,0,0.099,0,class1
2687,0.35,0.0206,0,1,0,0,0,0,0.077,0.00046,0,0,0,0.115,0,0,0,0,0,0.067,0,class3
2688,0.73,0.015,0,0,1,0,0,0,0.12,0.0006,0,1,0,0.146,0,0,0,0,0,0.082,0,class3
2689,0.34,0.0206,0,0,0,0,0,0,0.109,0.0004,0,1,1,0.12,0,0,0,0,0,0.091,0,class3
2690,0.58,0.024,0,0,0,0,0,0,0.133,0.0017,0,0,0,0.116,0,0,0,1,0,0.115,0,class3
2691,0.76,0.015,0,1,0,0,0,0,0.111,0.00065,0,0,1,0.116,0,0,0,0,0,0.096,0,class3
2692,0.65,0.0206,0,0,0,1,0,0,0.11118,0.00189,0,0,1,0.11207,0,0,0,0,0,0.099,0,class3
2693,0.57,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
2694,0.41,0.017,0,1,0,0,0,0,0.112,0.0037,0,0,0,0.107,0,0,0,0,0,0.104,0,class3
2695,0.44,0.019,1,0,0,0,0,0,0.118,0.0018,0,0,0,0.11,0,0,0,0,0,0.107,0,class3
2696,0.69,0.017,0,0,0,0,0,0,0.116,0.0,0,0,0,0.11693,0,0,0,0,0,0.099,0,class3
2697,0.56,0.016,0,1,0,0,0,0,0.119,0.0012,0,0,0,0.113,0,0,0,0,0,0.104,0,class3
2698,0.56,0.011,0,0,0,0,0,0,0.122,0.003,0,0,0,0.108,0,0,0,0,0,0.113,0,class3
2699,0.46,0.016,1,0,0,0,0,0,0.086,0.0014,0,0,0,0.111,0,0,0,0,0,0.074,0,class3
2700,0.49,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
2701,0.64,0.02,0,0,0,0,0,0,0.11,0.0067,0,1,0,0.094,0,0,0,0,0,0.116,0,class3
2702,0.35,0.02,0,0,0,0,0,0,0.093,0.0015,0,0,0,0.093,0,0,0,0,0,0.101,0,class3
2703,0.44,0.013,0,1,0,1,0,0,0.136,0.002,0,0,0,0.145,0,0,0,0,0,0.094,0,class3
2704,0.19,0.018,0,1,0,0,0,0,0.082,0.0031,0,0,0,0.08266,0,0,0,0,0,0.099,0,class3
2705,0.61,0.022,0,1,0,0,0,0,0.091,0.001,0,0,0,0.105,0,0,0,0,0,0.087,0,class3
2706,0.41,0.023,0,0,1,0,0,0,0.111,0.0003,0,0,0,0.134,0,0,0,0,0,0.083,0,class3
